 Y [ m ], Velocity [ m s^-1 ], Velocity [ m s^-1 ]
0.01020559,0.00000000,0.00000000
0.01021139,0.00000000,0.00000000
0.01021720,0.00000000,0.00000000
0.01022300,0.00000000,0.00000000
0.01022881,0.00000000,0.00000000
0.01023462,0.00000000,0.00000000
0.01024042,0.00000000,0.00000000
0.01024623,0.00000000,0.00000000
0.01025203,0.00000000,0.00000000
0.01025784,0.00000000,0.00000000
0.01026365,0.00000000,0.00000000
0.01026945,0.00000000,0.00000000
0.01027526,0.00000000,0.00000000
0.01028106,0.00000000,0.00000000
0.01028687,0.00000000,0.00000000
0.01029267,0.00000000,0.00000000
0.01029848,0.00000000,0.00000000
0.01030429,0.00000000,0.00000000
0.01031009,0.00000000,0.00000000
0.01031590,0.00000000,0.00000000
0.01032170,0.00000000,0.00000000
0.01032751,0.00000000,0.00000000
0.01033332,0.00000000,0.00000000
0.01033912,0.00000000,0.00000000
0.01034493,0.00000000,0.00000000
0.01035073,0.00000000,0.00000000
0.01035654,0.00000000,0.00000000
0.01036234,0.00000000,0.00000000
0.01036815,0.00000000,0.00000000
0.01037396,0.00000000,0.00000000
0.01037976,0.00000000,0.00000000
0.01038557,0.00000000,0.00000000
0.01039137,0.00000000,0.00000000
0.01039718,0.00000000,0.00000000
0.01040299,0.00000000,0.00000000
0.01040879,0.00000000,0.00000000
0.01041460,0.00000000,0.00000000
0.01042040,0.00000000,0.00000000
0.01042621,0.16019793,0.15751880
0.01043202,0.17159618,0.16890171
0.01043782,0.18301767,0.18030888
0.01044363,0.19562347,0.19297834
0.01044943,0.20902206,0.20649298
0.01045524,0.22244611,0.22003448
0.01046104,0.23589127,0.23359819
0.01046685,0.24935411,0.24718048
0.01047266,0.26283190,0.26077840
0.01047846,0.27632251,0.27438965
0.01048427,0.28982410,0.28801233
0.01049007,0.30333522,0.30164492
0.01049588,0.31685469,0.31528610
0.01050169,0.33038136,0.32893485
0.01050749,0.34057528,0.33921865
0.01051330,0.34883410,0.34754890
0.01051910,0.35710174,0.35588822
0.01052491,0.36537749,0.36423591
0.01053071,0.37366092,0.37259141
0.01053652,0.38195142,0.38095430
0.01054233,0.39024863,0.38932401
0.01054813,0.39855206,0.39770010
0.01055394,0.40686142,0.40608227
0.01055974,0.41476443,0.41407084
0.01056555,0.42191342,0.42132872
0.01057136,0.42906493,0.42858934
0.01057716,0.43621883,0.43585247
0.01058297,0.44337499,0.44311801
0.01058877,0.45053330,0.45038584
0.01059458,0.45769373,0.45765585
0.01060039,0.46485612,0.46492797
0.01060619,0.47202036,0.47220209
0.01061200,0.47918642,0.47947806
0.01061780,0.48616242,0.48656142
0.01062361,0.49111766,0.49161452
0.01062941,0.49599153,0.49658439
0.01063522,0.50087351,0.50156248
0.01064103,0.50576323,0.50654846
0.01064683,0.51066041,0.51154202
0.01065264,0.51556510,0.51654321
0.01065844,0.52055693,0.52163273
0.01066425,0.52404922,0.52521360
0.01067006,0.52759212,0.52884597
0.01067586,0.53113765,0.53248096
0.01068167,0.53468567,0.53611851
0.01068747,0.53823620,0.53975856
0.01069328,0.54178911,0.54340112
0.01069908,0.54534441,0.54704601
0.01070489,0.54890209,0.55069327
0.01071070,0.55246186,0.55434281
0.01071650,0.55602413,0.55799460
0.01072231,0.55958843,0.56164867
0.01072811,0.56315494,0.56530493
0.01073392,0.56672359,0.56896323
0.01073973,0.57029426,0.57262367
0.01074553,0.57386702,0.57628614
0.01075134,0.57744181,0.57995069
0.01075714,0.58101845,0.58361715
0.01076295,0.58458889,0.58727658
0.01076876,0.58813548,0.59091008
0.01077456,0.59168410,0.59454560
0.01078037,0.59479403,0.59772736
0.01078617,0.59738743,0.60037965
0.01079198,0.59983450,0.60288346
0.01079778,0.60228276,0.60538858
0.01080359,0.60473222,0.60789484
0.01080940,0.60718298,0.61040235
0.01081520,0.60963488,0.61291099
0.01082101,0.61208797,0.61542082
0.01082681,0.61454219,0.61793166
0.01083262,0.61699766,0.62044376
0.01083843,0.61945421,0.62295699
0.01084423,0.62191194,0.62547129
0.01085004,0.62437069,0.62798673
0.01085584,0.62683070,0.63050324
0.01086165,0.62929165,0.63302070
0.01086746,0.63175374,0.63553935
0.01087326,0.63421685,0.63805896
0.01087907,0.63667852,0.64057714
0.01088487,0.63858104,0.64247894
0.01089068,0.64044160,0.64432627
0.01089648,0.64227831,0.64614236
0.01090229,0.64411563,0.64795893
0.01090810,0.64595360,0.64977622
0.01091390,0.64779222,0.65159410
0.01091971,0.64963144,0.65341258
0.01092551,0.65147132,0.65523171
0.01093132,0.65331185,0.65705144
0.01093713,0.65515292,0.65887171
0.01094293,0.65699464,0.66069257
0.01094874,0.65883690,0.66251409
0.01095454,0.66066509,0.66432023
0.01096035,0.66208893,0.66569030
0.01096615,0.66351306,0.66706067
0.01097196,0.66493750,0.66843134
0.01097777,0.66636235,0.66980237
0.01098357,0.66778737,0.67117363
0.01098938,0.66921282,0.67254537
0.01099518,0.67063850,0.67391729
0.01100099,0.67206460,0.67528963
0.01100680,0.67349088,0.67666209
0.01101260,0.67491752,0.67803496
0.01101841,0.67634445,0.67940819
0.01102421,0.67775422,0.68076587
0.01103002,0.67911595,0.68208021
0.01103583,0.68047774,0.68339479
0.01104163,0.68183988,0.68470949
0.01104744,0.68289036,0.68568432
0.01105324,0.68382329,0.68653077
0.01105905,0.68475634,0.68737757
0.01106485,0.68568957,0.68822432
0.01107066,0.68662310,0.68907136
0.01107647,0.68754315,0.68990231
0.01108227,0.68846202,0.69073153
0.01108808,0.68938112,0.69156104
0.01109388,0.69030046,0.69239080
0.01109969,0.69121999,0.69322073
0.01110550,0.69213974,0.69405085
0.01111130,0.69305968,0.69488126
0.01111711,0.69397992,0.69571197
0.01112291,0.69490039,0.69654286
0.01112872,0.69582099,0.69737393
0.01113452,0.69639051,0.69785166
0.01114033,0.69694054,0.69831002
0.01114614,0.69749075,0.69876850
0.01115194,0.69804108,0.69922709
0.01115775,0.69859165,0.69968593
0.01116355,0.69914228,0.70014483
0.01116936,0.69969422,0.70060521
0.01117517,0.70024896,0.70106852
0.01118097,0.70080376,0.70153213
0.01118678,0.70135874,0.70199585
0.01119258,0.70191383,0.70245969
0.01119839,0.70246917,0.70292377
0.01120420,0.70302469,0.70338792
0.01121000,0.70358026,0.70385236
0.01121581,0.70386577,0.70405263
0.01122161,0.70412004,0.70422256
0.01122742,0.70437443,0.70439243
0.01123322,0.70462912,0.70456260
0.01123903,0.70488375,0.70473284
0.01124484,0.70513862,0.70490324
0.01125064,0.70538962,0.70506984
0.01125645,0.70560664,0.70520377
0.01126225,0.70582372,0.70533764
0.01126806,0.70604104,0.70547181
0.01127387,0.70625848,0.70560610
0.01127967,0.70647603,0.70574057
0.01128548,0.70669371,0.70587510
0.01129128,0.70691162,0.70600992
0.01129709,0.70712966,0.70614487
0.01130289,0.70731330,0.70624870
0.01130870,0.70730668,0.70618093
0.01131451,0.70730031,0.70611322
0.01132031,0.70729393,0.70604575
0.01132612,0.70728785,0.70597839
0.01133192,0.70728177,0.70591110
0.01133773,0.70727587,0.70584399
0.01134354,0.70727015,0.70577699
0.01134934,0.70726448,0.70571005
0.01135515,0.70725888,0.70564330
0.01136095,0.70725346,0.70557672
0.01136676,0.70725310,0.70551062
0.01137257,0.70726150,0.70544547
0.01137837,0.70727009,0.70538032
0.01138418,0.70727879,0.70531547
0.01138998,0.70728749,0.70525062
0.01139579,0.70726943,0.70516372
0.01140159,0.70711720,0.70496613
0.01140740,0.70696509,0.70476878
0.01141321,0.70681316,0.70457149
0.01141901,0.70666134,0.70437437
0.01142482,0.70650971,0.70417726
0.01143062,0.70635617,0.70397645
0.01143643,0.70620239,0.70377487
0.01144224,0.70604861,0.70357329
0.01144804,0.70589507,0.70337200
0.01145385,0.70574170,0.70317078
0.01145965,0.70558834,0.70296973
0.01146546,0.70543522,0.70276880
0.01147126,0.70528221,0.70256799
0.01147707,0.70512927,0.70236731
0.01148288,0.70497650,0.70216680
0.01148868,0.70479172,0.70194703
0.01149449,0.70454293,0.70168859
0.01150029,0.70429415,0.70143032
0.01150610,0.70404559,0.70117217
0.01151191,0.70379716,0.70091414
0.01151771,0.70354879,0.70065624
0.01152352,0.70330048,0.70039850
0.01152932,0.70305240,0.70014071
0.01153513,0.70280433,0.69988316
0.01154094,0.70255643,0.69962567
0.01154674,0.70230865,0.69936842
0.01155255,0.70206100,0.69911116
0.01155835,0.70181376,0.69885099
0.01156416,0.70156670,0.69858921
0.01156996,0.70131975,0.69832766
0.01157577,0.70107293,0.69806617
0.01158158,0.70078188,0.69778877
0.01158738,0.70049071,0.69751137
0.01159319,0.70019978,0.69723403
0.01159899,0.69990569,0.69695646
0.01160480,0.69960952,0.69667858
0.01161061,0.69931346,0.69640082
0.01161641,0.69901752,0.69612312
0.01162222,0.69872171,0.69584566
0.01162802,0.69842601,0.69556826
0.01163383,0.69813049,0.69529098
0.01163964,0.69783503,0.69501388
0.01164544,0.69753975,0.69473684
0.01165125,0.69724458,0.69445997
0.01165705,0.69694948,0.69418311
0.01166286,0.69665670,0.69391590
0.01166866,0.69636434,0.69365025
0.01167447,0.69607210,0.69338477
0.01168028,0.69577992,0.69311941
0.01168608,0.69548798,0.69285411
0.01169189,0.69519609,0.69258898
0.01169769,0.69490427,0.69232392
0.01170350,0.69461268,0.69205904
0.01170931,0.69432116,0.69179422
0.01171511,0.69402975,0.69152951
0.01172092,0.69373846,0.69126505
0.01172672,0.69344723,0.69100046
0.01173253,0.69315338,0.69073248
0.01173833,0.69285560,0.69045931
0.01174414,0.69255787,0.69018626
0.01174995,0.69227892,0.68993556
0.01175575,0.69200051,0.68968570
0.01176156,0.69172484,0.68943948
0.01176736,0.69144934,0.68919349
0.01177317,0.69117385,0.68894744
0.01177898,0.69089854,0.68870163
0.01178478,0.69062346,0.68845600
0.01179059,0.69034839,0.68821037
0.01179639,0.69007337,0.68796486
0.01180220,0.68979865,0.68771946
0.01180801,0.68952394,0.68747425
0.01181381,0.68924934,0.68722910
0.01181962,0.68897492,0.68698406
0.01182542,0.68870056,0.68673915
0.01183123,0.68844444,0.68651193
0.01183703,0.68820226,0.68629801
0.01184284,0.68796015,0.68608421
0.01184865,0.68771815,0.68587065
0.01185445,0.68747628,0.68565708
0.01186026,0.68723452,0.68544358
0.01186606,0.68699288,0.68523031
0.01187187,0.68675137,0.68501699
0.01187768,0.68650997,0.68480396
0.01188348,0.68626857,0.68459088
0.01188929,0.68602741,0.68437803
0.01189509,0.68578637,0.68416524
0.01190090,0.68554538,0.68395257
0.01190670,0.68530458,0.68374002
0.01191251,0.68506384,0.68352747
0.01191832,0.68484324,0.68333226
0.01192412,0.68463641,0.68314874
0.01192993,0.68442976,0.68296534
0.01193573,0.68422318,0.68278199
0.01194154,0.68401676,0.68259883
0.01194735,0.68381047,0.68241566
0.01195315,0.68360418,0.68223268
0.01195896,0.68339813,0.68204975
0.01196476,0.68319219,0.68186706
0.01197057,0.68298620,0.68168437
0.01197638,0.68278050,0.68150181
0.01198218,0.68257487,0.68131936
0.01198799,0.68236929,0.68113697
0.01199379,0.68216389,0.68095481
0.01199960,0.68195868,0.68077266
0.01200540,0.68175340,0.68059063
0.01201121,0.68154830,0.68040872
0.01201702,0.68136984,0.68025053
0.01202282,0.68120587,0.68010503
0.01202863,0.68104196,0.67995983
0.01203443,0.68087822,0.67981476
0.01204024,0.68071455,0.67966968
0.01204605,0.68055099,0.67952472
0.01205185,0.68038756,0.67937988
0.01205766,0.68022418,0.67923504
0.01206346,0.68006092,0.67909044
0.01206927,0.67989784,0.67894590
0.01207507,0.67973483,0.67880142
0.01208088,0.67957187,0.67865711
0.01208669,0.67941529,0.67851776
0.01209249,0.67926216,0.67838115
0.01209830,0.67910916,0.67824471
0.01210410,0.67895627,0.67810845
0.01210991,0.67881072,0.67797852
0.01211572,0.67868668,0.67786747
0.01212152,0.67856264,0.67775655
0.01212733,0.67843878,0.67764580
0.01213313,0.67831498,0.67753506
0.01213894,0.67818624,0.67742002
0.01214475,0.67805332,0.67730141
0.01215055,0.67792058,0.67718291
0.01215636,0.67778802,0.67706454
0.01216216,0.67765540,0.67694622
0.01216797,0.67752308,0.67682803
0.01217377,0.67739069,0.67670995
0.01217958,0.67725843,0.67659199
0.01218539,0.67712641,0.67647409
0.01219119,0.67699438,0.67635626
0.01219700,0.67689371,0.67626345
0.01220280,0.67680025,0.67617631
0.01220861,0.67670679,0.67608935
0.01221442,0.67661345,0.67600238
0.01222022,0.67652023,0.67591554
0.01222603,0.67642707,0.67582881
0.01223183,0.67633414,0.67574221
0.01223764,0.67624122,0.67565578
0.01224345,0.67614836,0.67556936
0.01224925,0.67605567,0.67548299
0.01225506,0.67596269,0.67539650
0.01226086,0.67586446,0.67530519
0.01226667,0.67578679,0.67523110
0.01227247,0.67571795,0.67516428
0.01227828,0.67564917,0.67509711
0.01228409,0.67558026,0.67502916
0.01228989,0.67551136,0.67496145
0.01229570,0.67544258,0.67489368
0.01230150,0.67537391,0.67482609
0.01230731,0.67530537,0.67475861
0.01231312,0.67523688,0.67469114
0.01231892,0.67516851,0.67462385
0.01232473,0.67510027,0.67455673
0.01233053,0.67503947,0.67449647
0.01233634,0.67499447,0.67445123
0.01234214,0.67494959,0.67440593
0.01234795,0.67490476,0.67436075
0.01235376,0.67486006,0.67431581
0.01235956,0.67481542,0.67427087
0.01236537,0.67476577,0.67422223
0.01237117,0.67471623,0.67417359
0.01237698,0.67466682,0.67412508
0.01238279,0.67461747,0.67407674
0.01238859,0.67456818,0.67402840
0.01239440,0.67451888,0.67398006
0.01240020,0.67448962,0.67395252
0.01240601,0.67446023,0.67392504
0.01241182,0.67443091,0.67389756
0.01241762,0.67440176,0.67387027
0.01242343,0.67437261,0.67384297
0.01242923,0.67434365,0.67381579
0.01243504,0.67431480,0.67378879
0.01244084,0.67428601,0.67376179
0.01244665,0.67425728,0.67373490
0.01245246,0.67422867,0.67370820
0.01245826,0.67419988,0.67368120
0.01246407,0.67418015,0.67366320
0.01246987,0.67416894,0.67365420
0.01247568,0.67415732,0.67364478
0.01248149,0.67414582,0.67363548
0.01248729,0.67413437,0.67362624
0.01249310,0.67412305,0.67361712
0.01249890,0.67411190,0.67360812
0.01250471,0.67410070,0.67359918
0.01251051,0.67408973,0.67359042
0.01251632,0.67407876,0.67358166
0.01252213,0.67406791,0.67357302
0.01252793,0.67405725,0.67356449
0.01253374,0.67406952,0.67357635
0.01253954,0.67408299,0.67358935
0.01254535,0.67409652,0.67360234
0.01255116,0.67411029,0.67361546
0.01255696,0.67412400,0.67362869
0.01256277,0.67413795,0.67364204
0.01256857,0.67415190,0.67365545
0.01257438,0.67416596,0.67366892
0.01258019,0.67418009,0.67368257
0.01258599,0.67419338,0.67369556
0.01259180,0.67420638,0.67370850
0.01259760,0.67421943,0.67372137
0.01260341,0.67423266,0.67373449
0.01260921,0.67425263,0.67375380
0.01261502,0.67429364,0.67379230
0.01262083,0.67433488,0.67383105
0.01262663,0.67437613,0.67386985
0.01263244,0.67441750,0.67390865
0.01263824,0.67445898,0.67394775
0.01264405,0.67450035,0.67398649
0.01264986,0.67454123,0.67402428
0.01265566,0.67458224,0.67406207
0.01266147,0.67462325,0.67409998
0.01266727,0.67466450,0.67413801
0.01267308,0.67470580,0.67417610
0.01267888,0.67474711,0.67421436
0.01268469,0.67478865,0.67425263
0.01269050,0.67483020,0.67429101
0.01269630,0.67487180,0.67432952
0.01270211,0.67491359,0.67436814
0.01270791,0.67495549,0.67440689
0.01271372,0.67500114,0.67444921
0.01271953,0.67507428,0.67451745
0.01272533,0.67514741,0.67458588
0.01273114,0.67522067,0.67465436
0.01273694,0.67529398,0.67472285
0.01274275,0.67536747,0.67479157
0.01274856,0.67544109,0.67486036
0.01275436,0.67551458,0.67492920
0.01276017,0.67558837,0.67499816
0.01276597,0.67566335,0.67506844
0.01277178,0.67573869,0.67513919
0.01277758,0.67581415,0.67521000
0.01278339,0.67588967,0.67528099
0.01278920,0.67596537,0.67535198
0.01279500,0.67604107,0.67542315
0.01280081,0.67611694,0.67549443
0.01280661,0.67619288,0.67556578
0.01281242,0.67626894,0.67563725
0.01281823,0.67636698,0.67572826
0.01282403,0.67646766,0.67582166
0.01282984,0.67656839,0.67591512
0.01283564,0.67666918,0.67600864
0.01284145,0.67677003,0.67610234
0.01284725,0.67687118,0.67619604
0.01285306,0.67697221,0.67628998
0.01285887,0.67707914,0.67638850
0.01286467,0.67719388,0.67649359
0.01287048,0.67730874,0.67659879
0.01287628,0.67742366,0.67670399
0.01288209,0.67753869,0.67680943
0.01288790,0.67765385,0.67691487
0.01289370,0.67776906,0.67702043
0.01289951,0.67788446,0.67712605
0.01290531,0.67799997,0.67723191
0.01291112,0.67813665,0.67735595
0.01291693,0.67827672,0.67748290
0.01292273,0.67841685,0.67761010
0.01292854,0.67855728,0.67773736
0.01293434,0.67869771,0.67786467
0.01294015,0.67883825,0.67799217
0.01294595,0.67897886,0.67811966
0.01295176,0.67911965,0.67824739
0.01295757,0.67926377,0.67837894
0.01296337,0.67941225,0.67851549
0.01296918,0.67956072,0.67865217
0.01297498,0.67970937,0.67878890
0.01298079,0.67985815,0.67892575
0.01298660,0.68000698,0.67906272
0.01299240,0.68015599,0.67919976
0.01299821,0.68031669,0.67934585
0.01300401,0.68049616,0.67950672
0.01300982,0.68067575,0.67966759
0.01301563,0.68085545,0.67982870
0.01302143,0.68103528,0.67998981
0.01302724,0.68121517,0.68015105
0.01303304,0.68139517,0.68031245
0.01303885,0.68157524,0.68047380
0.01304465,0.68175519,0.68063504
0.01305046,0.68193471,0.68079555
0.01305627,0.68211436,0.68095624
0.01306207,0.68229401,0.68111700
0.01306788,0.68247390,0.68127799
0.01307368,0.68265384,0.68143892
0.01307949,0.68286234,0.68162495
0.01308530,0.68307215,0.68181181
0.01309110,0.68328214,0.68199897
0.01309691,0.68349218,0.68218631
0.01310271,0.68370175,0.68237299
0.01310852,0.68391103,0.68255931
0.01311432,0.68412042,0.68274581
0.01312013,0.68432993,0.68293232
0.01312594,0.68453956,0.68311900
0.01313174,0.68474925,0.68330574
0.01313755,0.68496078,0.68349403
0.01314335,0.68520057,0.68370634
0.01314916,0.68544036,0.68391877
0.01315497,0.68568039,0.68413126
0.01316077,0.68592060,0.68434393
0.01316658,0.68616080,0.68455654
0.01317238,0.68640119,0.68476951
0.01317819,0.68664163,0.68498248
0.01318400,0.68688226,0.68519551
0.01318980,0.68712288,0.68540865
0.01319561,0.68735993,0.68561786
0.01320141,0.68759382,0.68582356
0.01320722,0.68782777,0.68602937
0.01321302,0.68808484,0.68625534
0.01321883,0.68835652,0.68649375
0.01322464,0.68862814,0.68673235
0.01323044,0.68890011,0.68697065
0.01323625,0.68917215,0.68720764
0.01324205,0.68944442,0.68744475
0.01324786,0.68971670,0.68768191
0.01325367,0.68998915,0.68791932
0.01325947,0.69026172,0.68815678
0.01326528,0.69053429,0.68839437
0.01327108,0.69081801,0.68864459
0.01327689,0.69111139,0.68890601
0.01328269,0.69140488,0.68916756
0.01328850,0.69169837,0.68942910
0.01329431,0.69199204,0.68969089
0.01330011,0.69228178,0.68994814
0.01330592,0.69256777,0.69020116
0.01331172,0.69285381,0.69045430
0.01331753,0.69314003,0.69070762
0.01332334,0.69342637,0.69096094
0.01332914,0.69371277,0.69121444
0.01333495,0.69399941,0.69146806
0.01334075,0.69429201,0.69173092
0.01334656,0.69459200,0.69200468
0.01335237,0.69489205,0.69227862
0.01335817,0.69519228,0.69255269
0.01336398,0.69549263,0.69282687
0.01336978,0.69579309,0.69310117
0.01337559,0.69609368,0.69337565
0.01338139,0.69639444,0.69365013
0.01338720,0.69669265,0.69392610
0.01339301,0.69699007,0.69420248
0.01339881,0.69728762,0.69447899
0.01340462,0.69758528,0.69475567
0.01341042,0.69788301,0.69503242
0.01341623,0.69817805,0.69530940
0.01342204,0.69846529,0.69558686
0.01342784,0.69875258,0.69586456
0.01343365,0.69904011,0.69614226
0.01343945,0.69932765,0.69642013
0.01344526,0.69961536,0.69669819
0.01345106,0.69990313,0.69697624
0.01345687,0.70019114,0.69725454
0.01346268,0.70047927,0.69753289
0.01346848,0.70076740,0.69781137
0.01347429,0.70105582,0.69808996
0.01348009,0.70134407,0.69837111
0.01348590,0.70163250,0.69865286
0.01349171,0.70192105,0.69893461
0.01349751,0.70219070,0.69920444
0.01350332,0.70244795,0.69946647
0.01350912,0.70270526,0.69972855
0.01351493,0.70296270,0.69999087
0.01352074,0.70322025,0.70025319
0.01352654,0.70347798,0.70051569
0.01353235,0.70373577,0.70077831
0.01353815,0.70399374,0.70104104
0.01354396,0.70425183,0.70130396
0.01354976,0.70451009,0.70156693
0.01355557,0.70476836,0.70183009
0.01356138,0.70500988,0.70208359
0.01356718,0.70520312,0.70230508
0.01357299,0.70538342,0.70251691
0.01357879,0.70556396,0.70272875
0.01358460,0.70574450,0.70294076
0.01359041,0.70592523,0.70315289
0.01359621,0.70610601,0.70336515
0.01360202,0.70628697,0.70357752
0.01360782,0.70646805,0.70379001
0.01361363,0.70664924,0.70400262
0.01361944,0.70683056,0.70421535
0.01362524,0.70697695,0.70440257
0.01363105,0.70704025,0.70452911
0.01363685,0.70710355,0.70465565
0.01364266,0.70716709,0.70478255
0.01364846,0.70723075,0.70490932
0.01365427,0.70729440,0.70503640
0.01366008,0.70735818,0.70516354
0.01366588,0.70742220,0.70529079
0.01367169,0.70748627,0.70541817
0.01367749,0.70754766,0.70553547
0.01368330,0.70760733,0.70564622
0.01368911,0.70766717,0.70575702
0.01369491,0.70772707,0.70586801
0.01370072,0.70778716,0.70597911
0.01370652,0.70784724,0.70609033
0.01371233,0.70790756,0.70620173
0.01371813,0.70793170,0.70628291
0.01372394,0.70777148,0.70621014
0.01372975,0.70761144,0.70613760
0.01373555,0.70745152,0.70606518
0.01374136,0.70729172,0.70599276
0.01374716,0.70713198,0.70592064
0.01375297,0.70697242,0.70584863
0.01375878,0.70681304,0.70577681
0.01376458,0.70665377,0.70570499
0.01377039,0.70649463,0.70563340
0.01377619,0.70633554,0.70556194
0.01378200,0.70617664,0.70549053
0.01378781,0.70601785,0.70541936
0.01379361,0.70585924,0.70534831
0.01379942,0.70570070,0.70527738
0.01380522,0.70554233,0.70520663
0.01381103,0.70538414,0.70513600
0.01381683,0.70497662,0.70482838
0.01382264,0.70452231,0.70447624
0.01382845,0.70406801,0.70412427
0.01383425,0.70361394,0.70377243
0.01384006,0.70315999,0.70342076
0.01384586,0.70270610,0.70306921
0.01385167,0.70225233,0.70271778
0.01385748,0.70179880,0.70236647
0.01386328,0.70134538,0.70201540
0.01386909,0.70089209,0.70166439
0.01387489,0.70043898,0.70131350
0.01388070,0.69998592,0.70096290
0.01388650,0.69953310,0.70061237
0.01389231,0.69908029,0.70026201
0.01389812,0.69837594,0.69964832
0.01390392,0.69766325,0.69902611
0.01390973,0.69695079,0.69840401
0.01391553,0.69623858,0.69778216
0.01392134,0.69552642,0.69716048
0.01392715,0.69481450,0.69653887
0.01393295,0.69406265,0.69587636
0.01393876,0.69312996,0.69502735
0.01394456,0.69219756,0.69417852
0.01395037,0.69126534,0.69332999
0.01395618,0.69033337,0.69248170
0.01396198,0.68940157,0.69163352
0.01396779,0.68846989,0.69078571
0.01397359,0.68753862,0.68993801
0.01397940,0.68660748,0.68909061
0.01398520,0.68555975,0.68811268
0.01399101,0.68446988,0.68708742
0.01399682,0.68338019,0.68606246
0.01400262,0.68229073,0.68503767
0.01400843,0.68120140,0.68401307
0.01401423,0.68011236,0.68298864
0.01402004,0.67902333,0.68196440
0.01402585,0.67793459,0.68094033
0.01403165,0.67671341,0.67977488
0.01403746,0.67522842,0.67832738
0.01404326,0.67374372,0.67688024
0.01404907,0.67225933,0.67543352
0.01405487,0.67077547,0.67398715
0.01406068,0.66929185,0.67254108
0.01406649,0.66780865,0.67109555
0.01407229,0.66632587,0.66965026
0.01407810,0.66484338,0.66820538
0.01408390,0.66336131,0.66676086
0.01408971,0.66187978,0.66531670
0.01409552,0.66039842,0.66387302
0.01410132,0.65891755,0.66242969
0.01410713,0.65743715,0.66098672
