%eval_id interface x1             x2             response_fn_1  
1        NO_ID      0.4944398634   0.9935413804   56.36626771    
2        NO_ID      0.4972747379   0.9976590786   56.55928394    
3        NO_ID      0.5066265568   0.992968005    54.45682364    
4        NO_ID      0.5095889      0.9999082093   55.03415785    
5        NO_ID      0.4917964207   0.9980828169   57.44500322    
6        NO_ID      0.4941343831   0.9939673661   56.47569071    
7        NO_ID      0.5074146461   0.9951841799   54.66491707    
8        NO_ID      0.5083722181   0.9918772123   54.03437315    
9        NO_ID      0.4997682238   0.9961174386   55.95393886    
10       NO_ID      0.4911036024   0.99486638     57.06287721    
